energy(#app_anue)<
@energy =
{0,97,0.984411,0.392324,0.0713851,0.027123,0.0190236,0.00933311,0.00406562,0.00215016,0.00194196,0.00141134,0.000919794,0.000697725,0.000420848,0.00024125,9.30456e-05,0.000101596,8.12408e-05,1.4905e-05,8.51921e-05,1.0979e-05,2.10826e-05,4.04378e-05,0,1.70129e-05,1.67217e-06,5.44796e-06,5.45076e-06,1.6627e-05,1.14003e-05,0,0,1.27305e-05,0,7.48892e-08,0,0,1.84938e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0.0155889,0.558323,0.456517,0.166812,0.0786538,0.0432883,0.0250283,0.0142275,0.00952971,0.00547248,0.00385567,0.00286445,0.00184227,0.00113798,0.000695937,0.000395713,0.000377131,0.000316314,0.000240838,0.000151373,0.00014409,0.000126319,5.22903e-05,5.26677e-05,5.84537e-05,3.26877e-05,2.74276e-05,1.6627e-05,2.46284e-05,1.16276e-05,6.22576e-06,1.27305e-05,1.54521e-05,7.14167e-06,0,8.59705e-06,0,0,0,3.57501e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0.0493527,0.395405,0.404475,0.20329,0.111602,0.0676726,0.0381306,0.0219314,0.0149889,0.00911167,0.00738712,0.00453154,0.00271414,0.0020038,0.00133824,0.000914109,0.000599955,0.000399326,0.000278802,0.000248932,0.00017346,0.00013087,5.67081e-05,0.000100242,5.42427e-05,2.13922e-05,2.78001e-05,1.88374e-05,9.26937e-08,3.03909e-05,2.74673e-05,8.7079e-06,9.31784e-06,7.83931e-06,1.70157e-05,0,1.00265e-05,0,0,1.28253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0.074445,0.319997,0.347916,0.215759,0.129447,0.0843588,0.0498216,0.0312034,0.0207372,0.0138679,0.00898919,0.00680862,0.00445083,0.00277489,0.00190864,0.00138712,0.00101658,0.000708671,0.000419109,0.000285317,0.000251016,0.000178603,0.000149422,8.21476e-05,9.78766e-05,5.90661e-05,1.90192e-05,4.10673e-05,1.61175e-05,2.50159e-05,2.88369e-05,2.14999e-05,1.0353e-05,1.70157e-05,1.4743e-07,1.5986e-07,1.43005e-05,0,0,2.16849e-07,1.48089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0.00224761,0.07621,0.263523,0.301755,0.219232,0.14167,0.0927225,0.0593091,0.0390807,0.0263113,0.0175319,0.0115578,0.00818259,0.00542722,0.00378858,0.00268549,0.00173397,0.00110728,0.000889309,0.000729474,0.000432486,0.000322575,0.0002204,0.000183183,0.000165294,0.000123437,0.000120734,6.14282e-05,5.8149e-05,1.91972e-05,4.22917e-05,1.45111e-05,7.9643e-06,1.96973e-05,2.77407e-05,2.05325e-05,4.40172e-05,0,0,4.28699e-06,0,1.67754e-07,2.72365e-07,0,0,0,3.41398e-07,2.2227e-05,7.02783e-06,0,0,0,0,0,4.63651e-07,0,0,0,0,0,0,1.05682e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27733e-08,5.89115e-08,0,0,1.127e-07,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0.00459452,0.0795665,0.227768,0.272074,0.216125,0.149377,0.103697,0.0685148,0.0457337,0.0305012,0.0210765,0.0142445,0.00971793,0.00682035,0.00464092,0.00320144,0.002304,0.00163656,0.00106073,0.000746008,0.000629973,0.000464636,0.000333679,0.000280477,0.000246582,0.000156275,0.000119934,4.85169e-05,8.60069e-05,4.46082e-05,3.53978e-05,5.21027e-05,2.52892e-05,3.91825e-07,2.03179e-05,3.33985e-06,1.23028e-07,2.08458e-05,0,0,1.62526e-05,0,0,5.7672e-06,0,0,0,2.30637e-05,0,0,0,0,0,0,0,0,3.32486e-07,0,1.02932e-05,0,0,0,0,0,0,0,0,0,0,4.01739e-07,0,0,0,0,0,0,0,5.19158e-06,0,9.70442e-08,0,7.41225e-08,0,0,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0.000787794,0.00776042,0.0766928,0.194373,0.24338,0.210853,0.15188,0.109134,0.0738776,0.0502286,0.0349876,0.0250426,0.0175274,0.0115933,0.00795086,0.00581691,0.00384508,0.00261968,0.00202583,0.00154064,0.000978554,0.000785703,0.000486003,0.000482811,0.000253837,0.000168859,0.000161842,0.000151045,0.000124881,5.1176e-05,9.05438e-05,6.53926e-05,4.82666e-05,4.0197e-05,3.0552e-06,3.33985e-06,2.36518e-05,3.88148e-05,1.81047e-05,9.02497e-06,4.81605e-05,0,2.8521e-07,0,2.62832e-05,2.14126e-05,6.77288e-06,2.30637e-05,7.48359e-06,4.10205e-07,0,2.68738e-05,0,0,0,0,9.66155e-06,0,0,0,0,0,0,3.68358e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,5.444e-08,0,0,0,7.41225e-08,0,8.2463e-06,0,0,0,0,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0.000263611,0.0122924,0.0720905,0.169016,0.212332,0.19504,0.152792,0.111888,0.0812185,0.0547413,0.0385859,0.02688,0.0191038,0.0129627,0.00914498,0.00668724,0.00483986,0.00323635,0.00215969,0.00175129,0.00126729,0.000822308,0.000764992,0.000399852,0.000342022,0.000235585,0.000228692,0.000147138,0.0001056,0.000121825,9.43557e-05,8.80777e-05,2.84738e-05,3.62949e-05,4.31313e-05,3.53201e-05,5.171e-05,1.38177e-05,1.94767e-05,2.57469e-05,2.22882e-05,5.73608e-06,1.89266e-05,2.66043e-05,2.14126e-05,0,0,7.87516e-06,1.56795e-05,2.61868e-05,0,0,0,0,0,0,9.73285e-06,0,0,0,0,0,1.10723e-05,0,0,0,0,0,0,4.04128e-07,4.05496e-07,0,0,0,0,0,3.16389e-06,1.71188e-06,0,0,0,1.23367e-07,0,0,0,0,2.32159e-08,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,3.10744e-06,0.00140503,0.0146385,0.0722764,0.158128,0.201766,0.190072,0.14994,0.113322,0.0835477,0.0589504,0.0412358,0.0294956,0.0211947,0.0147349,0.0101183,0.00738877,0.00514655,0.00364495,0.00253185,0.00181834,0.00142231,0.00107016,0.000811264,0.000566898,0.000386455,0.00034999,0.000307554,0.000216631,0.000201636,0.000189177,9.90292e-05,0.000129054,5.37679e-05,4.65907e-05,1.53074e-05,4.25883e-05,5.85478e-05,3.009e-05,4.79927e-05,1.7262e-05,1.78885e-05,5.96567e-06,6.13839e-06,0,0,2.33056e-05,0,4.10205e-07,4.17517e-07,8.56939e-07,0,1.77224e-05,0,9.37976e-06,0,0,9.95077e-06,0,3.46824e-05,0,0,0,1.12884e-05,0,0,0,0,0,0,0,1.1844e-05,6.22977e-07,0,0,0,0,1.77079e-06,3.70937e-06,0,0,0,0,0,0,0,1.45611e-06,0,0,0,0,0,0,0}:
{0,97,0,0,0,0,0,0,0.00123419,0.0163198,0.0701029,0.142067,0.18593,0.180275,0.150057,0.11841,0.0871775,0.0629066,0.0450092,0.0332046,0.0230391,0.0163762,0.0111778,0.00853206,0.00595764,0.00419245,0.00285314,0.00226487,0.00164717,0.00127129,0.000821045,0.000694758,0.000493376,0.000442303,0.000322479,0.000311001,0.000171442,0.000134248,0.000139826,5.69873e-05,0.000112529,6.24238e-05,9.02504e-05,7.22912e-05,1.97128e-05,4.77199e-05,1.73552e-05,1.68254e-05,3.06595e-05,0,4.28252e-05,6.77288e-06,0,0,0,4.17517e-07,0,3.66884e-05,0,0,4.90784e-07,5.05528e-07,1.02421e-05,0,0,0,9.27959e-07,5.64863e-05,0,0,0,0,0,0,0,6.14457e-07,0,0,0,0,0,0,1.66472e-06,3.42376e-06,6.15048e-06,0,7.41225e-08,0,0,0,0,0,0,0,0,0,0,0,0,0}:
